edgeID,startNode,endNode
GELEV00N02_GDEPT02402,GELEV00N02,GDEPT02402
GELEV00N02_GELEV00N03,GELEV00N02,GELEV00N03
GELEV00Q01_GDEPT01901,GELEV00Q01,GDEPT01901
GELEV00Q01_GELEV00Q02,GELEV00Q01,GELEV00Q02
GELEV00Q01_GELEV00Q03,GELEV00Q01,GELEV00Q03
GELEV00Q02_GELEV00Q03,GELEV00Q02,GELEV00Q03
GELEV00Q02_GREST03102,GELEV00Q02,GREST03102
GELEV00Q03_GHALL00603,GELEV00Q03,GHALL00603
GELEV00QL1_GELEV00Q01,GELEV00QL1,GELEV00Q01
GELEV00QL1_GELEV00Q02,GELEV00QL1,GELEV00Q02
GELEV00QL1_GELEV00Q03,GELEV00QL1,GELEV00Q03
GELEV00QL2_GELEV00Q01,GELEV00QL2,GELEV00Q01
GELEV00QL2_GELEV00Q02,GELEV00QL2,GELEV00Q02
GELEV00QL2_GELEV00Q03,GELEV00QL2,GELEV00Q03
GELEV00QL2_GELEV00QL1,GELEV00QL2,GELEV00QL1
GELEV00QL2_GHALL007L2,GELEV00QL2,GHALL007L2
GEXIT00101_GHALL00201,GEXIT00101,GHALL00201
GEXIT00101_GSTAI01301,GEXIT00101,GSTAI01301
GEXIT001L1_GHALL002L1,GEXIT001L1,GHALL002L1
GHALL00102_GHALL00302,GHALL00102,GHALL00302
GHALL00103_GHALL00203,GHALL00103,GHALL00203
GHALL001L2_GLABS003L2,GHALL001L2,GLABS003L2
GHALL00201_GHALL00301,GHALL00201,GHALL00301
GHALL00202_GHALL00102,GHALL00202,GHALL00102
GHALL00203_GHALL00303,GHALL00203,GHALL00303
GHALL002L1_GHALL003L1,GHALL002L1,GHALL003L1
GHALL00301_GHALL02101,GHALL00301,GHALL02101
GHALL00302_GHALL00402,GHALL00302,GHALL00402
GHALL00303_GDEPT00403,GHALL00303,GDEPT00403
GHALL003L1_GHALL004L1,GHALL003L1,GHALL004L1
GHALL003L1_GHALL005L1,GHALL003L1,GHALL005L1
GHALL00402_GHALL00202,GHALL00402,GHALL00202
GHALL00402_GREST00602,GHALL00402,GREST00602
GHALL00502_GHALL00302,GHALL00502,GHALL00302
GHALL005L1_GHALL006L1,GHALL005L1,GHALL006L1
GHALL005L1_GSTAI008L1,GHALL005L1,GSTAI008L1
GHALL005L2_GELEV00QL2,GHALL005L2,GELEV00QL2
GHALL00601_GHALL00701,GHALL00601,GHALL00701
GHALL00601_GREST01201,GHALL00601,GREST01201
GHALL00601_GSTAI01301,GHALL00601,GSTAI01301
GHALL00603_GHALL00703,GHALL00603,GHALL00703
GHALL00603_GHALL00803,GHALL00603,GHALL00803
GHALL006L1_GELEV007L1,GHALL006L1,GELEV00QL1
GHALL00701_GHALL00801,GHALL00701,GHALL00801
GHALL00701_GHALL01701,GHALL00701,GHALL01701
GHALL007L2_GHALL008L2,GHALL007L2,GHALL008L2
GHALL007L2_GHALL009L2,GHALL007L2,GHALL009L2
GHALL00801_GHALL00901,GHALL00801,GHALL00901
GHALL00803_GSTAI00903,GHALL00803,GSTAI00903
GHALL00901_GHALL01001,GHALL00901,GHALL01001
GHALL009L2_GHALL010L2,GHALL009L2,GHALL010L2
GHALL01002_GDEPT00702,GHALL01002,GDEPT00702
GHALL01002_GREST00602,GHALL01002,GREST00602
GHALL01003_GHALL01103,GHALL01003,GHALL01103
GHALL01003_GHALL01303,GHALL01003,GHALL01303
GHALL010L2_GHALL011L2,GHALL010L2,GHALL011L2
GHALL01102_GDEPT00702,GHALL01102,GDEPT00702
GHALL01102_GHALL01202,GHALL01102,GHALL01202
GHALL01103_GREST01203,GHALL01103,GREST01203
GHALL011L2_GHALL012L2,GHALL011L2,GHALL012L2
GHALL01202_GHALL01002,GHALL01202,GHALL01002
GHALL012L2_GHALL013L2,GHALL012L2,GHALL013L2
GHALL01302_GHALL01102,GHALL01302,GHALL01102
GHALL01303_GDEPT01403,GHALL01303,GDEPT01403
GHALL013L2_GLABS014L2,GHALL013L2,GLABS014L2
GHALL01401_GHALL00801,GHALL01401,GHALL00801
GHALL01401_GHALL01501,GHALL01401,GHALL01501
GHALL01402_GHALL01202,GHALL01402,GHALL01202
GHALL01402_GHALL01302,GHALL01402,GHALL01302
GHALL01501_GHALL01601,GHALL01501,GHALL01601
GHALL01502_GHALL01302,GHALL01502,GHALL01302
GHALL01602_GHALL01402,GHALL01602,GHALL01402
GHALL01602_GHALL01502,GHALL01602,GHALL01502
GHALL016L2_GHALL017L2,GHALL016L2,GHALL017L2
GHALL01701_GELEV00Q01,GHALL01701,GELEV00Q01
GHALL01702_GHALL01602,GHALL01702,GHALL01602
GHALL01702_GINFO01902,GHALL01702,GINFO01902
GHALL01802_GHALL02002,GHALL01802,GHALL02002
GHALL02002_GHALL02102,GHALL02002,GHALL02102
GHALL02002_GHALL02202,GHALL02002,GHALL02202
GHALL02101_GHALL02201,GHALL02101,GHALL02201
GHALL02101_GHALL02801,GHALL02101,GHALL02801
GHALL02102_GHALL02302,GHALL02102,GHALL02302
GHALL02102_GINFO01902,GHALL02102,GINFO01902
GHALL02201_GSERV02301,GHALL02201,GSERV02301
GHALL02202_GHALL02302,GHALL02202,GHALL02302
GHALL02202_WHALL00802,GHALL02202,WHALL00802
GHALL02302_GHALL02702,GHALL02302,GHALL02702
GHALL02401_GELEV00N01,GHALL02401,GELEV00N01
GHALL02702_GSTAI02602,GHALL02702,GSTAI02602
GHALL02801_GHALL02901,GHALL02801,GHALL02901
GHALL02901_GHALL03001,GHALL02901,GHALL03001
GHALL02902_GHALL02702,GHALL02902,GHALL02702
GHALL03001_GHALL03101,GHALL03001,GHALL03101
GHALL03001_GHALL03301,GHALL03001,GHALL03301
GHALL03002_GREST03102,GHALL03002,GREST03102
GHALL03202_GSTAI02802,GHALL03202,GSTAI02802
GHALL03301_GHALL03401,GHALL03301,GHALL03401
GHALL03302_GHALL03202,GHALL03302,GHALL03202
GHALL03302_GHALL03402,GHALL03302,GHALL03402
GHALL03401_GRETL03501,GHALL03401,GRETL03501
GHALL03402_GHALL02902,GHALL03402,GHALL02902
GHALL03602_GDEPT03502,GHALL03602,GDEPT03502
GHALL03702_GHALL03302,GHALL03702,GHALL03302
GHALL03702_GHALL03602,GHALL03702,GHALL03602
GHALL03702_GHALL03802,GHALL03702,GHALL03802
GHALL03802_GHALL03402,GHALL03802,GHALL03402
GINFO01902_GHALL01802,GINFO01902,GHALL01802
GLABS003L2_GREST004L2,GLABS003L2,GREST004L2
GLABS014L2_GLABS015L2,GLABS014L2,GLABS015L2
GLABS015L2_GHALL016L2,GLABS015L2,GHALL016L2
GREST004L2_GHALL005L2,GREST004L2,GHALL005L2
GREST00602_GHALL00502,GREST00602,GHALL00502
GREST03102_GHALL03202,GREST03102,GHALL03202
GSERV02301_GHALL02401,GSERV02301,GHALL02401
GSTAI00501_GHALL00601,GSTAI00501,GHALL00601
GSTAI008L1_GSTAI01301,GSTAI008L1,GSTAI01301
GSTAI00903_GSTAI02602,GSTAI00903,GSTAI02602
GSTAI02602_GELEV00N02,GSTAI02602,GELEV00N02
GSTAI02802_GHALL02902,GSTAI02802,GHALL02902
GSTAI02802_GSTAI00501,GSTAI02802,GSTAI00501
HHALL00102_HHALL00202,HHALL00102,HHALL00202
HHALL00102_HHALL00402,HHALL00102,HHALL00402
HHALL00202_HHALL00302,HHALL00202,HHALL00302
HHALL00202_HRETL00102,HHALL00202,HRETL00102
HHALL00203_HLABS00103,HHALL00203,HLABS00103
HHALL00302_HSTAI00102,HHALL00302,HSTAI00102
HHALL00302_WHALL00302,HHALL00302,WHALL00302
HHALL00303_HHALL00103,HHALL00303,HHALL00103
HHALL00303_HHALL00203,HHALL00303,HHALL00203
HHALL00402_HHALL00502,HHALL00402,HHALL00502
HHALL00403_HHALL00303,HHALL00403,HHALL00303
HHALL00502_HHALL00602,HHALL00502,HHALL00602
HHALL00502_HRETL00202,HHALL00502,HRETL00202
HHALL00502_HRETL00302,HHALL00502,HRETL00302
HHALL00503_HHALL00403,HHALL00503,HHALL00403
HHALL00503_HSTAI00103,HHALL00503,HSTAI00103
HHALL00602_HHALL00702,HHALL00602,HHALL00702
HHALL00603_HHALL00703,HHALL00603,HHALL00703
HHALL00702_HHALL00802,HHALL00702,HHALL00802
HHALL00702_HSTAI00202,HHALL00702,HSTAI00202
HHALL00703_HDEPT00103,HHALL00703,HDEPT00103
HHALL00703_HHALL00803,HHALL00703,HHALL00803
HHALL00802_HHALL00902,HHALL00802,HHALL00902
HHALL00802_HSTAI00302,HHALL00802,HSTAI00302
HHALL00803_HHALL00903,HHALL00803,HHALL00903
HHALL00803_HSERV00103,HHALL00803,HSERV00103
HHALL00902_WELEV00M02,HHALL00902,WELEV00M02
HHALL00902_WHALL00702,HHALL00902,WHALL00702
HHALL00903_HHALL01003,HHALL00903,HHALL01003
HHALL00903_HHALL01103,HHALL00903,HHALL01103
HHALL01002_HDEPT00102,HHALL01002,HDEPT00102
HHALL01002_WHALL00502,HHALL01002,WHALL00502
HHALL01003_HBATH00103,HHALL01003,HBATH00103
HHALL01103_HDEPT00203,HHALL01103,HDEPT00203
HHALL01103_HHALL01203,HHALL01103,HHALL01203
HHALL01203_HHALL01303,HHALL01203,HHALL01303
HHALL01303_HHALL01403,HHALL01303,HHALL01403
HHALL01403_HHALL01503,HHALL01403,HHALL01503
HHALL01503_HBATH00203,HHALL01503,HBATH00203
HHALL01503_HHALL00603,HHALL01503,HHALL00603
HRETL00202_HBATH00102,HRETL00202,HBATH00102
HSTAI00102_FSTAI00101,HSTAI00102,FSTAI00101
IHALL00103_IHALL00203,IHALL00103,IHALL00203
IHALL00103_IREST00103,IHALL00103,IREST00103
IHALL00203_IDEPT00103,IHALL00203,IDEPT00103
IHALL00203_IHALL00303,IHALL00203,IHALL00303
IHALL00303_IDEPT00203,IHALL00303,IDEPT00203
IHALL00303_IHALL00403,IHALL00303,IHALL00403
IHALL00403_IHALL00503,IHALL00403,IHALL00503
IHALL00403_IREST00203,IHALL00403,IREST00203
IHALL00503_IDEPT00303,IHALL00503,IDEPT00303
IHALL00503_IHALL00603,IHALL00503,IHALL00603
IHALL00603_IHALL00703,IHALL00603,IHALL00703
IHALL00703_IDEPT00403,IHALL00703,IDEPT00403
IHALL00703_IHALL00803,IHALL00703,IHALL00803
IHALL00803_IHALL01003,IHALL00803,IHALL01003
IHALL00803_IREST00303,IHALL00803,IREST00303
IHALL01003_IDEPT00503,IHALL01003,IDEPT00503
IHALL01003_IHALL00903,IHALL01003,IHALL00903
IHALL01003_IHALL01103,IHALL01003,IHALL01103
IHALL01003_WELEV00H03,IHALL01003,WELEV00H03
IHALL01203_IHALL01503,IHALL01203,IHALL01503
IHALL01203_WELEV00K03,IHALL01203,WELEV00K03
IHALL01303_IHALL00203,IHALL01303,IHALL00203
IHALL01303_IHALL01203,IHALL01303,IHALL01203
IHALL01303_IHALL01403,IHALL01303,IHALL01403
IHALL01303_IREST00403,IHALL01303,IREST00403
IHALL01403_IHALL01703,IHALL01403,IHALL01703
IHALL01403_IREST00503,IHALL01403,IREST00503
IHALL01703_IHALL01603,IHALL01703,IHALL01603
IHALL01703_IHALL01803,IHALL01703,IHALL01803
IHALL01803_IHALL01903,IHALL01803,IHALL01903
IHALL01903_IDEPT00803,IHALL01903,IDEPT00803
IHALL01903_IHALL02003,IHALL01903,IHALL02003
IHALL02003_IDEPT00903,IHALL02003,IDEPT00903
IHALL02203_IDEPT00603,IHALL02203,IDEPT00603
IHALL02203_IDEPT00703,IHALL02203,IDEPT00703
PHALL00102_DHALL02602,PHALL00102,DHALL02602
WELEV00E01_WELEV00E02,WELEV00E01,WELEV00E02
WELEV00F01_EHALL02601,WELEV00F01,EHALL02601
WELEV00F01_WELEV00F02,WELEV00F01,WELEV00F02
WELEV00G01_EHALL01901,WELEV00G01,EHALL01901
WELEV00G01_WELEV00G02,WELEV00G01,WELEV00G02
WELEV00H01_WELEV00H02,WELEV00H01,WELEV00H02
WELEV00H01_WELEV00H03,WELEV00H01,WELEV00H03
WELEV00H02_WELEV00H03,WELEV00H02,WELEV00H03
WELEV00HL1_CHALL004L1,WELEV00HL1,CHALL004L1
WELEV00HL1_WELEV00H01,WELEV00HL1,WELEV00H01
WELEV00HL1_WELEV00H02,WELEV00HL1,WELEV00H02
WELEV00HL1_WELEV00H03,WELEV00HL1,WELEV00H03
WELEV00J01_WELEV00J02,WELEV00J01,WELEV00J02
WELEV00J01_WELEV00J03,WELEV00J01,WELEV00J03
WELEV00J02_WELEV00J03,WELEV00J02,WELEV00J03
WELEV00J03_IHALL01803,WELEV00J03,IHALL01803
WELEV00J03_IHALL02203,WELEV00J03,IHALL02203
WELEV00JL1_WELEV00J01,WELEV00JL1,WELEV00J01
WELEV00JL1_WELEV00J02,WELEV00JL1,WELEV00J02
WELEV00JL1_WELEV00J03,WELEV00JL1,WELEV00J03
WELEV00JL2_WELEV00J01,WELEV00JL2,WELEV00J01
WELEV00JL2_WELEV00J02,WELEV00JL2,WELEV00J02
WELEV00JL2_WELEV00J03,WELEV00JL2,WELEV00J03
WELEV00JL2_WELEV00JL1,WELEV00JL2,WELEV00JL1
WELEV00K01_WELEV00K02,WELEV00K01,WELEV00K02
WELEV00K01_WELEV00K03,WELEV00K01,WELEV00K03
WELEV00K02_WELEV00K03,WELEV00K02,WELEV00K03
WELEV00KL1_CHALL009L1,WELEV00KL1,CHALL009L1
WELEV00KL1_WELEV00K01,WELEV00KL1,WELEV00K01
WELEV00KL1_WELEV00K02,WELEV00KL1,WELEV00K02
WELEV00KL1_WELEV00K03,WELEV00KL1,WELEV00K03
WELEV00KL2_WELEV00K01,WELEV00KL2,WELEV00K01
WELEV00KL2_WELEV00K02,WELEV00KL2,WELEV00K02
WELEV00KL2_WELEV00K03,WELEV00KL2,WELEV00K03
WELEV00KL2_WELEV00KL1,WELEV00KL2,WELEV00KL1
WELEV00L01_FHALL00601,WELEV00L01,FHALL00601
WELEV00L01_WELEV00L02,WELEV00L01,WELEV00L02
WELEV00L01_WELEV00L03,WELEV00L01,WELEV00L03
WELEV00L02_HHALL00102,WELEV00L02,HHALL00102
WELEV00L02_WELEV00L03,WELEV00L02,WELEV00L03
WELEV00L03_HHALL00603,WELEV00L03,HHALL00603
WELEV00LL1_CHALL001L1,WELEV00LL1,CHALL001L1
WELEV00LL1_WELEV00L01,WELEV00LL1,WELEV00L01
WELEV00LL1_WELEV00L02,WELEV00LL1,WELEV00L02
WELEV00LL1_WELEV00L03,WELEV00LL1,WELEV00L03
WELEV00LL2_WELEV00L01,WELEV00LL2,WELEV00L01
WELEV00LL2_WELEV00L02,WELEV00LL2,WELEV00L02
WELEV00LL2_WELEV00L03,WELEV00LL2,WELEV00L03
WELEV00LL2_WELEV00LL1,WELEV00LL2,WELEV00LL1
WELEV00M01_FHALL02301,WELEV00M01,FHALL02301
WELEV00M01_WELEV00M02,WELEV00M01,WELEV00M02
WELEV00M01_WELEV00M03,WELEV00M01,WELEV00M03
WELEV00M02_HHALL01002,WELEV00M02,HHALL01002
WELEV00M02_WELEV00M03,WELEV00M02,WELEV00M03
WELEV00M03_HHALL00503,WELEV00M03,HHALL00503
WELEV00ML1_CLABS001L1,WELEV00ML1,CLABS001L1
WELEV00ML1_WELEV00M01,WELEV00ML1,WELEV00M01
WELEV00ML1_WELEV00M02,WELEV00ML1,WELEV00M02
WELEV00ML1_WELEV00M03,WELEV00ML1,WELEV00M03
WELEV00ML2_CREST002L2,WELEV00ML2,CREST002L2
WELEV00ML2_WELEV00M01,WELEV00ML2,WELEV00M01
WELEV00ML2_WELEV00M02,WELEV00ML2,WELEV00M02
WELEV00ML2_WELEV00M03,WELEV00ML2,WELEV00M03
WELEV00ML2_WELEV00ML1,WELEV00ML2,WELEV00ML1
WHALL00101_WHALL00201,WHALL00101,WHALL00201
WHALL00102_WHALL00202,WHALL00102,WHALL00202
WHALL00103_WELEV00M03,WHALL00103,WELEV00M03
WHALL00103_WHALL00203,WHALL00103,WHALL00203
WHALL001L2_CHALL005L2,WHALL001L2,CHALL005L2
WHALL001L2_WHALL002L2,WHALL001L2,WHALL002L2
WHALL00201_ESTAI00101,WHALL00201,ESTAI00101
WHALL00202_DDEPT00402,WHALL00202,DDEPT00402
WHALL00203_IHALL00103,WHALL00203,IHALL00103
WHALL002L2_GHALL001L2,WHALL002L2,GHALL001L2
WHALL00302_WHALL00402,WHALL00302,WHALL00402
WHALL00502_WHALL00602,WHALL00502,WHALL00602
WHALL00702_WHALL00802,WHALL00702,WHALL00802
WHALL00902_GHALL03702,WHALL00902,GHALL03702
WHALL00902_WHALL01002,WHALL00902,WHALL01002
